comments,sentiment
빨갱이로 낙인 찍어서<br>온국민게 알리고 여적죄로 사형으로 다스려야지.,1
어느 기관이던 간첩이있다. 싸그리 붙잡아 사형시키자 멸공,1
우파코인 ㅈ되네 ㅋㄱㅋ 조회수 170만에 좋아요 7만 틀딱들 ㄹㄱㄴ,1
팩트는 없고 오로지 기레기식 들어보니~카더라 논리 또 거기에 놀아나는 4 50대 개돼지들은 뭐만 하면 간첩 빨갱이의 소행ㅋㅋㅋㅋ 일상생활 가능하세요? 지들끼리 트루먼쇼 찍고 자빠졌노,1
좌빨 연옌 최후는 야인시대에 심영이 꼴되는거다 (유행어: 내가 고자라니!!!),1
에라이~~또라이 새끼야ᆢ!,1
걍 이분은 북한을 싫어하네 ㅂ신같은놈,1
별말같지도않은 소리를씨부리네ㅋㅋㅋㅋㅋ정신병있나,1
완전 정신병자네..병원에 가라.완전 또라이네 ㅋㅋ 소설을써라 .미친..,1
ㅋㅋ 너 대깨문이지? 경제는 갑자기 생뚱? 선과악은 또 머여? 아.. 니들의 난독증은 공통분모니? ㅋㅋ부듵부들하지말라니까 그냥 너네동네가서 빨간애들이랑 놀아 여기서 이러지말고,1
뭐가 꼴값이라는거지? 내얼굴을 아니? 아님.. 뭐가 아니꼬운거니? 뇌를거쳐서 말해주겠니? 빨갱이 새퀴야 ㅋㅋㅋ,1
진짜 개또라이 새끼네,1
그래서 그 연예인이 누구라는건데 ㅁㅊㄴ아,1
이런 개븅 ㅡ신을 왜 빠는거야 ㅋㅋ,1
지가 똥싸지르고 여기저기 쑤시고 다니는건 왜 저언혀 생각안할까<br>니 집에 거울없냐?,1
밥은 묵고 댕기나? 참 어지간이 고생한다ㅋ뇌가 한쪽만 있나..왜 저런지 몰라...,1
로즈티비가 그렇게 좋은거임?? 구글에서 검색해보고 아니면 개팬다 진짜로,1
군인인데.. 로즈티비 알게 된 이후로 화장실에서 딸 3번씩 하고있음..,1
나도 로즈티비 구글에 검색해서 들어가봤는데 그냥 여자들 다 벗1고있음;,1
Tv에 제일 못난연애인들이<br>갑짜기  화면에 계속나오는<br>밥맛없는 인간들 이상했다,1
영화제작자도작가들도주사파가많이있고이를훈장처럼자랑하는자들이많습니다간첩질하여사는년놈들몰아냅시다,1
혀 짧은소리 졸라 듣기싫다,1
대충 짐작가는 세끼들 몇몇있죠.<br>그 세끼들 이름을 하나하나 나열하고 싶지만 오늘은 그냥 갈께요ㅋㅋ,1
경상도 빨갱이들이 나라전멸 시켜려고 바이러스 뻐뜨리고  있다 경상도 살처분하고 개독들 보는 즉시 즉창으로 찔러 죽이자,1
근데 솔직히 문재앙 정권 들어서면서 간첩 미화 영화 드라마 기하급수적으로 개봉.방영함.. 개 씨발;;;,1
시발..좆같은 간첩새키들이 무슨 예술성이 있다고 영화로 먄들고 지랄들이여,1
이런  유트버 믿고   보는 사람들 궁굼하다 ᆢ쓰레기 수준이네ㆍ그렇게 먹구 살기 힘든가 진실인지 알아보지도 안고 주둥이로 거저 먹으려하나,1
"간첩보다 무서운건 너같은 벌레들이다<br>밟아도 계속 살아나는 벌레<br>너같은 것들은 1000년이 지나도 멸종하지 않는다<br>영화가 국민에게 사상 주입을 하는게 아니라,너같은 것들이 일부 닭대가리들에게 사상주입을 하는것이다.<br>그래도 열심히 해봐라<br>한자리 줄지도 모르지!! ㅉㅉ",1
문화예술계에 숨어있는 빨갱이들 언젠가 밝혀질 것이다. 이시대의 공산잔당들 어디든 존재한다. 정치계 종교계에도 있다. 이 씨레기들 곧 그 더러움이 낱낱이 공개될 것이다.,1
"유해진은,  간첩같이 생겼어요.  얼굴 에,  그 사악함이 나타나고, 있어요.",1
보지팔아ㆍ좃팔아 ㆍ빨개이 정우성  개세끼야 ㆍ제동이 보지보다 못생긴놈아  몬성근 ㆍ니애비가 일성이 밑구멍빨고,1
딴따라 개자지 개보지들  상건이다 ㆍ보지팔아 돈벌고 ㆍ좆팔아 돈벌고 ㆍ연애인 상놈들 개좃년들,1
너뒈져,1
너 약하니?,1
한심한ㅅㄲ,1
간첩 좆 빨갱이 정부군 간첩 쌔끼들 내눈에 뛰면 다리 빠사쀤다. 개 좆같은 공산주의 빨갱이들.  돌육을 내버릴거임. 갈기갈기.,1
유해진 병신이가 바보가.,1
티브이에 왜 김재동이 많이나오는지 짜증나요,1
아니 북한이 그리좋으면북한가서 살지 왜우리나라살어 빨갱이새키들아,1
중국유학생 조선족의 90%는 싹다 간첩  <br>조선족 문재앙은 당근간첩,1
윤도현이랑 김죄동이가 지일 심해요 이녀석들중에서 윤도현은 딥끼스 변태녀석새키,1
ㅂㅅ 똥싸네,1
진짜 문재앙 한번 뒤져야된다,1
병신 새끼 하나 추가네,1
전라도  제주도 인간들 일단 간첩으로봐야함...요즘 티비레는 전라도 출신들이 전부다..박나래 김병만 김수미 등.....,1
제시가 서예지에게 시기질투 하나보네<br>제시의 열등감쩐다,1
??? 제시가 사람인성지적을 왜해 ㅋㅋㅋㅋㅋㅋ<br>지조차 이태원에서 친구들불러서 일반인 줘팬년이 ㅋㅋㅋㅋㅋ,1
지민 존나 보기 싫네 ㅅㅂ;;제시 진짜 사람 좋은것같음,1
지민은 진짜 관상이 시밸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 독든 두꺼비상,1
수 많은 보적보 광경에서 하나 얻어걸렷네 ㅋㅋㅋ 장난하나,1
진짜 지민이랑 떡친애 누구냐,1
누가보면 제시는 뭐 인성바르고 깨끗한 연예인인줄 알겠네 ㅋㅋㅋ<br>저렇게 일관성있게 예의없는인간은 처음본다<br>메갈들이 빨아주니 티비는 계속 나오네,1
저건 걍 ㅂㅈㅂ아니냐,1
제시 니얼굴도 무서워,1
제시쟤는  진짜 마음에안들어,1
얼굴이 없어  사람들 놀래게하는 민폐,1
깡년들,1
제시도 인성 쓰래기인데.. 누가 누굴 평가해 ㅋㅋ,1
사람들이 제시가 씨앙년들 잘본다고 하는데 걍 이유는 제시도 같은 부류라서 그럼; 제시도 보아까대면서 앞뒤다른거 티내고 다니기도 하고 별짓다했는데 실력은 예전부터 좋긴했음 제시카호때 팬이었기도 했고.. 근데 걍 비슷한 애라서 잘보는거라구..,1
이거인정<br>다짜고짜 화해하고 사과하래 시ㅂ선생새ㄲ들,1
병신아 3번째는 딱봐도우연이다 뭐가 신기헤,1
제시 얼굴 몸매 징그럽다 왜 저리 고쳐;;,1
접어라.... 목소리도 듣끼실타..,1
"박혜수 ㅈㄴ 악질임ㅋㅋㅋ 증언,증거,과거사진 나왔는데 명예훼손,허위사실 유포 ㅇㅈㄹ하면서 억울하다고 그랬다가 피해자들이 반박하니까 잠수타더니 기사,학폭폭로글 다 썰리고 잠잠해짐 기자한테 뒷돈도 챙겨줬나봄",1
지민은 중국인,1
제시가 더 꼴뵈기 싫구만 얼굴자체가ㅣ,1
님 나대는 것도 좀 거슬림 ;;,1
찐페미: 여자한테 강요하지마!!<br>국내변종혼종꼴페미: 여자니까 특권줘!! 빼애액!! <br>옆집싸이코도 남자고 강남싸이코도 남자니까 걍 꼬x 달렸으면 잠재적 성범죄자 빼애액!!! <br>고유정: ..??<br>ㅋㅋ,1
AOA지민은 얼굴만 봐도 삐뚤어지고 모난 성격이 보인다. 두번은 보고싶지않은 얼굴!,1
ㅋㅋ <br>역시 개돼지들,1
윗댓보고 유튜브 색ㅊㅠ얼스 검색했는데 .. 지리긴하네 여자애들 몸매 ㅈ댄다,1
솔직히 유튜브 제재 빡신데 색츄얼스는 안짤리고 잘가는듯.. 여자들 노출개오지는데,1
유튜브 색츄얼스 여기는 진심  ㄹㅇ 성진국 ㅇ ㅑ동보다 수위높네,1
댓글보고 유튜브 색츄얼스 검색해보니까 수위 지리더라 ㄷㄷ,1
"거 .. 아직 유튜브 색츄얼스 모르는 남자가 누구야 !!! 모델들 ㅂ,ㅈ 살 보이는거 개야함ㅋ",1
아 때리고 싶다 ㅠㅠ 어후,1
다르긴하네 여자들 얼짱각도 조명 화장등등 ㅋㅋㅋ 실물보면 개차반들 많지,1
아니..댓글들 존나웃기네..<br>여기가 어떤 컨셉인지 모르냐?<br>얼굴가린거가지고ㅈㄹ이여<br>ㅂㅅ들.ㅡㅡ,1
진짜얘는ㅋㅋㅋ안봐도 존못일듯 <br>남 흠집잡지말고 니외모나 관리해라,1
sns유명인들 상대하는 직업인데 사진99%다름 진짜 개사기꾼들 ㅋㅋㅋㅋㅋㅋ,1
턱주가리만 봐도 어캐 생겼는지 그려진다,1
유투버 좀 재수털리네 ㅋㅋㅋㅋ<br>이정도면 너도 면상까고 남을까는게 도리아니냐 ㅋㅋㅋㅋ하관만 봐도 사이즈 털릴꺼같긴 한데 <br>이따위 논평같지도않은 걸로 비러먹고살면 <br>좋은가 ?<br>구독자많아서 좋다고 또 험담거리 찾아 인터넷찾아다닐꺼 생각하면 걍 인생 불쌍그자체<br>사람답게살어,1
그래도 고두림 가슴만큼은 한가인보다 더...크흠...자세한 설명은 생략한다.,1
여자 비제이들 실물보면 깬다.....짧고 굵고 피부도 조명없이는 개판,1
ㅋㅋㅋㅋㅋㅋㅋ 하관만 봐도 존못인데 누가 누굴 까고 앉아있냐,1
존나 토나오는 말투임ㅋㅋㅋㅋㅋ,1
대박인데 고두림  사진이 바뀔수록 가슴사이즈가 점점 커짐 ㅋ,1
"요즘 어플로 사진 잘나오게 하는 어플있더라ㆍ근데 그거 조작인거 너무 티나서 스노우샷인가? 암튼 그걸로 사진찍음 죄다 강남성괴가 나오든가 과장된얼굴로 나오지ㆍ하리수 사진찍어 올린거보면 어이없어웃음나와ㆍ인위적으로 깍아놓은 계란형얼굴ㆍ오똑한코ㆍ툭튀어나온이마ㆍ뽀얗게처리된 피부톤ㆍ과한화장으로 진짜 어리고 인형같이 나온 사진을 조작된거ㆍ최근모습이라고 기사화된거보고 어이없었는데ㆍ역시나 최근 김수미 밥은 쳐먹고다니냐에 하리수나왔드라ㆍ하리수 이쁘지 데뷔때 리즈시절 도도화장품말야ㆍ그때 무서울정도로 이쁘더군 ㆍ그때까지만해도 하리수는 턱만잘룩하게 깍고ㆍ코만 높혀놓은상태라ㆍ성형했지만 과하진않아서 트잰의 신세계를 보여준 이쁘고 멋진여자였는데ㆍ지금은 과한 성형 (끝까지 코만했다고하드라? ㅡㅡ) 하리수 그짓말하지말아ㆍ너 턱깍았고ㆍ이마 보형물 넣었고 볼따구에 지방이든 필러든 무조건 넣었어ㆍ입술도넣었고 필러! 더 심각한건 양악했니? 왜 말할때 아랫잇몸이 다보이고 치아가 다드러나지? 발음은 부정확하고? 아랫잇몸 다 보이는거보고 양악 부작용도 보이던데 왜 자꾸 그짓말하지? 차라리 제시처럼 했으니 했다고하는게 더멋져ㆍ암튼 말이 이상하게 빠졌는데ㆍ하리수 최근 사진들 올라오는거 보면 보정 너무심해 ㅋㅋ 그게 모니? 중국이니? 중국녀들이 그짓잘하드라 사진가지고ㆍ사진만보면 엄청 이뻐지고 젊어지고 다욧성공한걸로보이는데ㆍ실물은 사진기대치가 높아져 너무 확 깨버리니 ㆍ사진은 실제로 찍는게 자연스러운거지ㆍ요즘 사람들 사진작업 너무 과해ㆍ다들 얼굴형이 똑같어 ㅋㅋ 전에 사진만보고 오?생각보다 깔삼하니 멋진데,, ? 디게 매력적이다 한번만나보까? 만났는데 ㅋㅋ 이야ㆍㆍ사진발 진짜ㆍㆍ와ㆍㆍ살다살다 촌놈촌놈 그런촌놈 첨봤고ㆍ와ㆍㆍ피부는 한라봉 껍따구에 머리는 나이도 젊은게 흰머리가 사방으로 나있고 지저분ㆍ목소리는 모기가 엥엥 말도빠른데다 목소리가 날아다녀ㆍ더 흉칙한건 옷입은 꼬락서니가ㆍ바지는 회색 물빠진 컬러인데 회색이 물이빠져 구더기처럼 보이는 컬러ㆍ무릎 튀나온 너덜거리는바지에 하늘색 구김 쳐가는 레이온 남방인데 전체적으로 구김이 싹 들어간? 남방안에 라운디 하얀티? 생각해봐 회색무릎나온 물빠진 컬러바지에 하늘색 구김남방ㆍ더 끔찍한건 하얀양말에 필라 슬리퍼신고ㆍ진짜 쓰레기버리러갈때 질질 막신는 싸구려 슬리퍼ㆍ홈쇼핑에서 운동화사면 덤으로 주는 아디다스 삼색 슬리퍼모양ㆍ근데 필라 ㅋㅋ 흰양말에 필라슬리퍼ㆍ거기다 백백ㆍ검정색인데 알수없는 브랜드도아닌 백백을 등에메고ㆍ최후에 와ㆍㆍ썬글라스도 씀ㆍㆍ이런 사람하고 밥먹으러 갈수있는사람 손들어봐? 더 더 최악인건 워터프르프 썬크림을 발랐는데 차안에서 대충바르셔가꾸 얼굴에 썬크림이 스며들지못하고 떡이진채 허옇게 피부위에 떴어요ㆍㆍㆍ수염도 길르신분이 수염에도 썬크림 떡진게 올라와있구요ㆍ아무리 덥고 햇빛이 강해도ㆍ썬크림이 떡지고 하얀양말에 필라 사은품 슬리퍼신고 백백메고 썬글라스끼고 밥먹으러 가자고하는건 기본예의 실종된거아님? 운동화신으라고했더니ㆍ밥먹으러갈건데 뭐 어떠냐고? 같이있는사람들 입장은 뭐가됨? 거렁뱅이와 밥먹는 이 추잡한 기분 어쩔거? 참 충격적인건 꼭 이런것들이 지입으로 지가 잘생기고 멋있다고 착각 지나치게 하고살드라ㆍ그날 나포함 내지인들 진짜 아무말도 그앞에선 안했는데ㆍ난 핑계되고 밥같이 안먹고 튀어버리고ㆍ그후ㆍ지인들과통화했는데ㆍ다들 온갖핑계되고 밥안먹고 튀었데 ㅋㅋ 진짜 같이있기 쪽팔려서 산채로 고문당함ㆍ이런사람 프사나 카톡봐봐ㆍ사진 기가막힌다 연예인급으로 나와ㆍ근데 실물은? 촌놈 촌놈 그런 촌놈없고 상 거렁뱅이같아서ㆍ성격도 진짜ㆍㆍ돈 안쓰고 빈대붙는? ㅡㅡ 암튼 그후로 사진 인위적이거나 너무 잘!나왔다싶음 무조건 걸러버림ㆍ실물은 실물 깡패가아니라 실물 거렁뱅이가 눈앞에있음!",1
박근혜는 공인이고 잰공인이 아님 ㄹㅇ 비교할꺼 비교하셈 ㅋㅋ ㄹㅇ 개빡대가리의 표본,1
얼굴예뻐도 멍청하면 안습인생됨..,1
모모랜드 주이가 셀카 사기갑아니냐?,1
저런애들 룸빵에 널렸다~~~,1
한장희는 그래도 가슴은 장난안쳤네,1
고두림은 그냥 가슴큰게끝,1
멸치패티쉬있음?,1
빨통이 없다ㅠ,1
니네 엄마한테 가서 달라고 해<br>엄마 빨통이 없냐?<br>아 엄마가 없나?,1
한장희&amp;고두림 그냥 업소녀,1
그 업소녀도 너는 안만나줄듯,1
여자가 할소린 아닌듯,1
여자들은 편하게 했다는둥 아가리 다물어 주기 바람.,1
놀라운 토요일 MC 교체해주세요 붐 꼴뵈기도 싫음 내가 출연진으로 나왔으면 붐 엄청 패고 갔을거임,1
색츄얼스 &amp;lt;&amp;lt; 유튜브에 밤에 한번씩 진짜 개야한거 올려ㅆ다가 내리던데 난 한번씩 봄 ㅋㅋㅋㅋ,1
유튜브 색츄얼스 알려준사람 진짜 복받아라 .. 휴지값이 ㅈㄴ나가긴하는데 행복하다,1
여자가 이딴소리 싸지르니 공감 하나도 안감,1
원빈이 그놈이 폐급이지,1
스윙스같은 폐급들은 욕먹어도 싸죠,1
붐은 진짜 지금도 꼴보기싫어,1
붐이 진행을 잘 하나 ㅈㄴ 옛 7080느낌 구닥다리 진행 개노잼 방송국에서 아직도 찾아다가 꼿는게 너무 신기할 따름 붐나오먄 무조건 좋아하는 연예인 나와도 믿거 채널 돌림 대표적인 유튜버 ㅎ님 대표mc 신동ㅇ 히트곡걸그룹출신 혜ㄹ 먹방개그맨 문ㅅㅇ 나오는데도 안보는 프로 붐하나가 이미지 다망침,1
붐 저색히는 제발좀 안보이면 좋겠다,1
